id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc,titulo_english,match_top_10_title,kind_effect,task,object,physical_effect,derived_from,titulo_lemmatized,match_top_10_vec_distance_tasks
BR 20 2020 000467 6,09/01/2020,DISPOSIÇÃO CONSTRUTIVA APLICADA EM FECHADURA,E05B 65/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1543148&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,,  E05B 65/06,Construction arrangements applied in the box,"{'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold', 'Join', 'Protect'}",,Trancar,Porta,Impedimento de movimento,"O/a ""Apertar"" atua no/na Sólido dividido para produzir um/uma Physical Containment.",disposicao construtivo aplicar fechadura,"{'concentrar', 'incorporar'}"
BR 11 2021 015206 7,07/02/2020,LIVRO DE CÓDIGOS DE SOLICITAÇÃO DE REPETIÇÃO AUTOMÁTICA HÍBRIDA DINÂMICA (HARQ) PARA COMUNICAÇÃO DE PONTO DE RECEPÇÃO E TRANSMISSÃO MÚLTIPLA (TRP),H04L 1/16,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621379&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"LIVRO DE CÓDIGOS DE SOLICITAÇÃO DE REPETIÇÃO AUTOMÁTICA HÍBRIDA DINÂMICA (HARQ) PARA COMUNICAÇÃO DE PONTO DE RECEPÇÃO E TRANSMISSÃO MÚLTIPLA (TR). A presente revelação proporciona sistemas, métodos e aparelhos para comunicação sem fio. Em um aspecto, proporciona-se uma abordagem de ponto de recepção e transmissão múltipla (TRP) para retroinformações de confirmação (ACK) de solicitação de repetição automática híbrida (HARQ) usando indicadores de atribuição em enlace descendente contrário (DAIs) (cDAIs) e DAIs totais (tDAIs). Por exemplo, algumas técnicas e aparelhos descritos no presente documento podem proporcionar um método de contagem conjunta em que cDAIs e tDAIs são implementados e rastreados conjuntamente entre os TRPs de um grupo multi-TRP. Isso pode ser útil no cenário de backhaul ideal quando o grupo multi-TRP for conjuntamente agendado, e pode ser mais robusto contra erros em relação a um método de contagem separada. Algumas técnicas e aparelhos descritos no presente documento podem proporcionar um método de contagem separada, em que cDAIs e tDAIs são implementados e rastreados separadamente pelos respectivos TRPs de um grupo multi-TRP.",  H04L 1/16 ;  H04L 1/18 ;  H04L 5/00,Automatic Hybrid Dynamic Repeat (HARQ) for Multiple Reception and Transmission Point Communication (TRP),"{'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold'}",,Transmitir,Sinal de comunicação sem fio,Propagação eletromagnética,O/a Retomar atua no/na Conexão por rádio para produzir um/uma Restabelecimento de comunicação.,livro codigo solicitacao repeticao automatico hibrer dinamico harq comunicacao recepcao transmissao multiplo trp,{'comprimir'}
BR 10 2020 002525 2,06/02/2020,"ESTRUTURA E MECANISMO DESLIZANTE PARA LIXADEIRA, EM SISTEMA AJUSTÁVEL PARA CINTAS DE LIXA",B24B 21/20,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1553985&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"“ESTRUTURA E MECANISMO DESLIZANTE PARA LIXADEIRA, EM SISTEMA AJUSTÁVEL PARA CINTAS DE LIXA” Para alcançar, através de mecanismo deslizante por estrutura de trilhosguia paralelos (10a e 10b), qualquer extensão de cinta de lixa (LX), além de mantê-la ajustada para trabalho e tensionada. Para tanto, o mecanismo deslizante é composto por dois pares de carrinhos, sendo um par de carrinhos de regulagem (12) com eixo articulável (16) para um cilindro frontal (21) ligados por parafusos tensores (24) a um par de carrinhos de trava (31). Após inserida a cinta de lixa (LX), independente do comprimento, sua fixação é alcançada através do mecanismo deslizante, afastando ou aproximando o cilindro frontal (21) do cilindro de tração (8). Através da articulação do eixo (16), ao ser inserida a cinta de lixa (LX) a mesma é automaticamente alinhada, graças ao paralelismo obtido para o cilindro de regulagem (21) em relação ao cilindro de tração (8). Já, o tensionamento adequado da cinta de lixa (LX), evitando escorregamentos durante o trabalho, é obtido graças aos parafusos tensores (24), pelos quais o par de carrinhos de regulagem (12) pode ser milimetricamente afastados do par de carrinhos de trava (31), regulando o alinhamento do cilindro frontal (21) e mantendo, consequentemente, estirada a cinta de lixa (LX) sem escorregar entre os cilindros (21) e (8) em giro.",  B24B 21/20 ;  B24B 21/18 ;  B24B 21/00,"Structure and dislocating mechanism for layer, in adjustable system for layer ceilings","{'Move', 'Prevents', 'Break Down', 'Change Phase', 'Separate', 'Dry', 'Melt'}",,Tensionar,Cinta de lixa,Aumento da força de tração,"O/a ""Desmembrar"" atua no/na Sólido para produzir um/uma Eixo (mecânica).",estrutura mecanismo deslizante lixadeira ajustavel cinta lixa,{'polir'}
BR 10 2020 001898 1,29/01/2020,CONSTRUÇÃO TUMULAR MÓVEL E TRANSPORTÁVEL,B65D 90/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1550026&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção descreve uma construção tumular (C) destinada ao sepultamento de seres falecidos. A referida construção tumular (C) compreende uma estrutura monobloco (1) móvel e transportável que é dotada de pelo menos uma porta (2) de acesso ao interior da estrutura monobloco (1). A referida estrutura monobloco (1) compreende uma região de visitação (3), para acesso e circulação de pessoas, e uma região de sepultamento (4), para alocação de cadáveres e/ou restos mortais de seres falecidos (não ilustrados). A referida região de visitação (3) compreende uma interface (30) de ornamentação e adaptação cultural e religiosa da região de visitação (3), a qual é posicionada adjacentemente à região de sepultamento (4), que compreende pelo menos um jazigo ou nicho (40), de alocação de um ser falecido ou de seus restos mortais.",  B65D 90/08 ;  B65D 90/12 ;  A61G 17/08,Mobile and portable tubular construction,"{'Produce', 'Move', 'Break Down', 'Change Phase', 'Cool', 'Separate', 'Hold', 'Dry', 'Clean', 'Protect'}",,Alocar,Cadáver,Isolamento físico,"O/a ""Orientar"" atua no/na Sólido dividido para produzir um/uma Ranhura (engenharia civil).",construcao tumular movel transportavel,{'preservar'}
BR 11 2020 024331 0,12/02/2020,"DECODIFICADOR, E MÉTODOS CORRESPONDENTES QUE SÃO USADOS PARA PROCESSO DE TRANSFORMADA",H04N 19/60,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1596673&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"“CODIFICADOR, DECODIFICADOR, E MÉTODOS CORRESPONDENTES QUE SÃO USADOS PARA PROCESSO DE TRANSFORMADA”. A presente revelação fornece métodos e dispositivos. Um método de codificação implantado por um dispositivo de decodificação, que compreende: quando um modo de predição de um bloco de codificação atual for predição intra, e o bloco de codificação atual for processado usando-se modo de codificação de subpartição Intra, determinar se uma largura de um bloco de transformada atual é maior que ou igual a um primeiro limiar ou não, e se a largura do bloco de transformada atual é menor que ou igual a um segundo limiar ou não, o bloco de transformada atual é correspondido ao bloco de codificação atual; quando a largura do bloco de transformada atual for maior que ou igual ao primeiro limiar e a largura do bloco de transformada atual for menor que ou igual ao segundo limiar, realizar processo de transformada no bloco de transformada atual, em que um núcleo de transformada DST 7 é usado em transformada de direção horizontal.",  H04N 19/60,"Decodificators, and appropriate methods that are used for the transformation process","{'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold'}",,Transformar,Bloco de dados,Transformada discreta seno,O/a Monitorar atua no/na Sinal de paginação para produzir um/uma Decodificação de informação digital.,decodificador metodo correspondente usar processo transformar,{'concentrar'}
BR 11 2021 016677 7,24/02/2020,MÉTODO E APARELHO PARA PREDIÇÃO INTER BASEADA EM AFIM DE SUB-BLOCOS DE CROMA,H04N 19/50,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624255&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção diz respeito a método e aparelho para derivação de vetor de movimento para predição inter baseada em afim de sub-blocos de croma com base em formato de croma. O método inclui: determinar fatores de escala de croma em direções horizontal e vertical com base em informação de formato de croma, em que a informação de formato de croma indica um formato de croma de uma imagem atual à qual o bloco de imagem atual pertence; determinar um conjunto (S) de sub-blocos de luma do bloco de luma com base em valores dos fatores de escala de croma; determinar um vetor de movimento para um sub-bloco de croma do bloco de croma com base em vetores de movimento de um ou mais sub-blocos de luma no conjunto (S) de sub-blocos de luma.",  H04N 19/50,Method and Apparatus for Inter-Based Prediction for Sub-Chroma Blocks,"{'Break Down', 'Change Phase', 'Separate', 'Detect', 'Protect'}",,Predizer,Sub-bloco de croma,Derivação de vetor de movimento,"O/a ""Detectar"" atua no/na Sólido dividido para produzir um/uma Processamento digital de imagem.",metodo aparelho predicao inter basear afim subbloco croma,{'concentrar'}
BR 10 2020 000325 9,07/01/2020,NANOATIVO DE PRATA: INSUMO QUÍMICO PARA A INDÚSTRIA DE TRANSFORMAÇÃO,C01G 5/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1542519&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,,,PRATA NANOATIVE: CHEMICAL INSUME FOR THE TRANSFORMATION INDUSTRY,"{'Produce', 'Freeze', 'Deposit', 'Remove', 'Break Down', 'Change Phase', 'Accumulate', 'Melt', 'Absorb', 'Join'}",,Absorver,Líquido,Nanotubo de carbono,,nanoativo prata insumo quimico industria transformacao,"{'extrair', 'apertar', 'detectar', 'concentrar', 'expandir', 'diluir', 'depositar'}"
BR 10 2020 003828 1,26/02/2020,DISPOSIÇÃO CONSTRUTIVA APLICADA A/EM CARRETA E/OU TRAILER,B60P 3/025,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1560674&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". O presente pedido de patente consiste basicamente de uma carreta ou trailer a ser rebocado por um veículo motorizado comum para a comercialização de alimentos como lanches, pratos feitos, para servir bebidas, sucos etc., bem como utilizada para lojas em geral, boutique, assistência técnica e mecânica, assistência social, sorveteria, cabelereiro e manicure, unidade avançada de bancos e financeiras, unidade de assistência médica, e outros tipos de comercio e prestação de serviços em geral, em locais públicos, parques em geral, praia, beira de rio e/ou outros, sendo para tanto constituído por um veículo (1) de dimensões adequadas a sua aplicabilidade operacional, desenvolvido no seu plano longitudinal, cujo setor dianteiro dispõe de breve rampa (2) que dá acesso a uma porta (2a), sendo essa rampa (2) acompanhada por uma bequilha excêntrica rosqueada (3) seguida de perto pelo gancho/alça (4) onde se dá o atrelamento com o veículo rebocador, sendo que o setor mediano superior da referida carreta ou trailer contém um teto retrátil elétrico (5) onde se observa no seu setor superior um conjunto de placas solares (6) acompanhadas por um espaço ou área reservada como porta mala (7), sendo que essa carreta encontra-se assentada e presa sobre uma estrutura (9) apoiada sobre um eixo com rodas (10), salientando-se que todo o interior do dito veículo está perfeitamente adaptado para acomodação de usuários, alimentos em geral, talheres etc., além do que dispõe, também, de caixas d’água (17) na face inferior de seu assoalho (13) para o armazenamento de água limpa e de esgoto que é eliminada sempre que necessário.",  B60P 3/025,Applied Construction Device to/or Trailer and/or Trailer,"{'Move', 'Break Down', 'Remove', 'Change Phase', 'Separate', 'Hold', 'Detect'}",,Transportar,Alimentos,Isolamento térmico,O/a Modificar atua no/na Estrutura veicular para produzir um/uma Acomodação de sistema de tração.,disposicao construtivo aplicar carreta eou trailer,"{'concentrar', 'incorporar'}"
BR 11 2021 013565 0,11/01/2020,"CODIFICADOR, DECODIFICADOR, MEIO LEGÍVEL POR COMPUTADOR NÃO TRANSITÓRIO E MÉTODO DE CODIFICAÇÃO DE VÍDEO DE UM BLOCO DE UMA IMAGEM",H04N 19/13,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1618476&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,. Um método de codificação de vídeo de um bloco de uma imagem inclui: obter (1602) um sinal residual resultante a partir de predição inter ou intraimagem; inferir (1603) o uso de um núcleo de transformada de DCT2 para uma sequência do sinal residual; processar (1604) a transformação do bloco usando o núcleo de transformada inferido.,  H04N 19/13,"CODIFICATOR, DECODIFICATOR, LEGIL MEDIAL BY COMPUTER NOT TRANSITORIAL AND VIDEO CODIFICATION METHOD OF A BLOCK OF A IMAGE","{'Move', 'Break Down', 'Cool', 'Dry', 'Clean'}",,Codificar,Bloco de imagem,Transformada discreta de cosseno,"O/a ""Segurar"" atua no/na Campo para produzir um/uma Processamento digital de imagem.",codificador decodificador legivel computador transitorio metodo codificacao video bloco imagem,{'comprimir'}
BR 11 2021 017781 7,26/02/2020,INTERFACE DE COMUNICAÇÃO DE UM CONTROLE DE INTERFACE SEGURO,G06F 21/74,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1626141&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". É provido um método. O método é implementado por uma interface de comunicação de um controle de interface seguro executando entre o controle de interface seguro de um computador e hardware do computador. A esse respeito, a interface de comunicação recebe uma instrução e determinar se a instrução for uma instrução milicodificada. Além disso, a interface de comunicação entra em um milimodo compreendendo habilitar o controle de interface seguro para engatar milicódigo do hardware através da interface de comunicação com base na instrução sendo a instrução milicodificada. O milicódigo executa, então, a instrução.",  G06F 21/74 ;  G06F 9/30,Communication interface of a secure interface control,"{'Move', 'Break Down', 'Prevents', 'Change Phase', 'Separate', 'Hold', 'Protect'}",,Habilitar,Controle de interface seguro,Engajamento de milicódigo do hardware,O/a Transmitir atua no/na Informação de controle para produzir um/uma Transferência de dados.,interface comunicacao controle interface seguro,{'segurar'}
BR 11 2021 013807 2,16/01/2020,"COMPOSTOS INIBIDORES DE PCSK9, COMPOSIÇÃO COMPREENDENDO OS MESMOS, E USO DOS MESMOS",C07D 417/12,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1618871&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"INIBIDORES DE PCSK9 E SEUS MÉTODOS DE USO. A presente invenção refere-se a compostos de heteroarila e suas preparações farmacêuticas. A invenção se relaciona adicionalmente com métodos de tratamento ou prevenção de doenças cardiovasculares e métodos de tratamento de sépsis ou choque séptico, usando os novos compostos heterocíclicos descritos no presente documento.",  C07D 417/12 ;  C07D 417/14 ;  C07D 403/14 ;  C07D 491/107 ;  C07D 487/10 ;  C07D 471/04 ;  C07D 498/04 ;  C07D 495/04 ;  A61K 31/506 ;  A61P 3/06 ;  A61P 9/00,"PCSK9 inhibitor compounds, composition sharing the same, and use of the same","{'Produce', 'Freeze', 'Deposit', 'Remove', 'Break Down', 'Change Phase', 'Accumulate', 'Melt', 'Absorb', 'Join'}",,Inibir,PCSK9,Bloqueio enzimático,O/a Inibir atua no/na Agregação plaquetária para produzir um/uma Bloqueio do receptor P2Y12.,composto inibidor pcsk9 composicao compreender mesmo uso mesmo,{'produzir'}
